Year,Month,Day,CPI,California,Virginia,Florida,New York,New Jersey,Texas,Utah,Washington,Illinois,Colorado,Arkansas,Arizona,Nevada,Michigan,New Hampshire,Rhode Island,Pennsylvania,Tennessee,Massachusetts,the District of Columbia,Minnesota,North Carolina,Oregon,Georgia,Hawaii,West Virginia,Maryland,Maine,Idaho,Alaska,South Carolina,Wisconsin,Vermont,Missouri,Kansas,Connecticut,Delaware,Wyoming,Mississippi,Louisiana,Alabama,Indiana,Nebraska,Oklahoma,New Mexico,South Dakota,Kentucky,Ohio,Iowa
2003,01,02,183.1,275836.776392461,156181.90837717114,137226.49934474428,195467.13480371915,235023.595795286,116994.55043761167,174257.25871250912,195486.61570832253,154476.28636064904,214833.00476609115,93987.15289913984,155785.67704345693,180311.6733535232,131841.9130115875,189023.7557612066,191344.92031206453,114884.31916387206,116460.44964979267,283337.6557650836,230201.81004329585,167494.4044640418,137334.90504966784,167282.1785466319,143034.13703491585,239854.73466820104,79343.89908594504,190412.11201247212,141801.5901546555,129976.642830779,169832.01726423905,122838.47832542234,135271.04743789614,140467.4357862304,114372.26738465922,98166.19928969449,210384.7819900914,174188.57430398124,141639.9142432457,92838.40818874064,115313.596105092,106128.09937949695,102395.383045367,111004.66463550228,89663.02559086535,133219.4462605227,112171.4365832741,91570.00396558765,114595.85116173116,100394.36635704602
2003,01,03,184.2,278873.5213397131,157313.41904979854,138466.98174458867,197151.8216063096,237666.98617354865,117159.80208648097,174203.20005393843,196285.18016214517,155264.26557453338,215107.72216031165,94244.69970578664,156426.34686888542,181599.83195807756,132048.59520076957,191116.0917784933,194055.0481392182,115504.77507723084,116665.2194670455,286104.4292358311,232812.8650183594,168564.99500360512,137530.9989035744,167882.97540550792,143334.539430693,242821.33147108715,79690.33866420039,192168.02400321607,142915.9421835729,130065.48352927358,169999.88522926482,123170.1233293786,135834.53023590622,141349.86395700753,114868.68231768254,98160.73319317162,212003.55255641625,175633.4723573275,141937.35921782043,93021.75715366982,115631.16262236964,106402.53179689842,102356.29588100628,111459.03967688436,89910.67833929851,133407.1085406578,112722.8976681884,91800.90117903064,114870.77771262008,100620.69159902104
2003,01,04,183.8,282403.31416745955,158631.75871322808,139849.05976114294,198811.72276244848,240288.7831426124,117353.64375272552,174330.2599339666,197172.42754653172,156138.33351505382,215442.3712886473,94563.1280689162,157138.27775558608,182938.60755567596,132239.98492675278,193053.09546994147,196898.70243904105,116160.75158024298,116910.53390648356,289104.57552756363,235751.40015575849,169579.72457851277,137696.46531688495,168549.29169217817,143635.5815093981,245857.76032549384,80073.54802953091,194085.4679767339,143833.554789801,130407.03374229129,170399.60346459702,123434.54237963526,136441.06348250262,142183.79405547222,115371.2623967052,97832.6364999632,213840.5945811176,177150.9614992392,142299.01391311223,93283.48446387648,115749.34186787148,106741.4182043986,102394.9241303313,111858.0659693679,90204.24667269023,133537.87547825716,112979.56783002996,92045.7907555575,115155.81684406156,100848.5539184386
2003,01,05,183.5,286323.3862971015,160083.7438159051,141308.9086033582,200510.38300643748,243023.0916325895,117573.56415989935,174488.96816455145,198286.22674863963,156955.37193006554,215695.03131775436,94948.79375636786,157873.62685052693,184496.23701789355,132572.98558523916,195124.96147030123,199979.57962102865,116963.69621808344,117177.49173312708,292111.7590609578,238895.3368526191,170729.0428625639,137890.18621821364,169322.38807486667,143934.22430537586,249089.1077944105,80449.66325884881,196210.9424538512,145048.536256339,130833.09300895086,171180.95721160967,123702.28121235204,137200.13249475416,143059.94452376288,115930.58752930583,97624.99885553271,216080.25727891485,178733.4912287742,143034.9626888532,93549.16427697089,115774.02391861196,107043.03118972678,102554.6138633042,112362.00993173428,90477.04349479332,133732.00104804695,112805.85864452668,92298.3054681279,115460.92462175751,101094.02038920176
2003,01,06,183.7,289949.33120127424,161624.7485285039,142757.4096111257,202195.00489454973,245971.2842266479,117795.19065448167,174803.03768113418,199403.67032215904,157757.52604471284,215819.8619611913,95362.80649859282,158686.66603846694,186062.85281725376,133042.5511739901,197114.58951946767,203333.300081355,117933.51268664491,117480.30674357974,294845.02840628574,242159.02312821025,171856.4532591259,138084.84821775276,170192.3358120723,144217.4244715257,252477.51718510257,80834.22055204304,198646.05005655132,146415.8366232344,131381.80109154017,172300.1979661963,124013.3469373468,138048.19677851672,143992.26902652706,116564.4240684108,97681.4775801992,218402.59195894047,180256.16965948543,144081.90620714254,93777.4606787805,115859.73889559715,107316.27053912204,102842.43495597846,112786.50368602888,90720.64082494222,134102.54455576694,112888.91334869555,92552.62257368855,115826.19576708814,101388.60509556286
2003,01,07,183.9,293777.44787155325,163310.04786573406,144191.47166508934,203962.24342864173,249102.6883717096,118013.73189478734,175040.56384608304,200570.52803743328,158518.43572430158,215956.90892554648,95820.88404953876,159530.61628611598,187859.02851247592,133541.4910312428,199105.33978467932,207011.34356387565,118998.6767610223,117787.14571844658,297101.1764233833,245380.6248339608,173071.561561131,138322.90849622551,171181.6464542013,144501.0046689641,255886.17628980684,81234.38963483465,201271.89965164333,148041.4006954781,131784.20730511847,174072.1793481029,124459.58271701442,139015.0865473215,145004.48884864585,117221.00275818926,98191.13001674452,220702.20887105225,181774.42848884373,145102.0210338801,93879.3301815955,116102.19368919096,107575.19486333482,103178.76704859936,113309.53961427162,90942.07690505612,134619.92770829887,113166.14519366724,92817.21156734068,116245.545080369,101755.34778581452
2003,01,08,184.6,297809.2694221952,165052.4996815681,145657.7446354847,205968.57520369545,252373.16579355704,118267.79175832156,175188.14443752865,201896.96272118503,159598.02587419155,216147.13404236757,96235.62559529446,160437.78830686913,189737.761421297,134040.8660527063,200981.96667779435,210395.9645967038,120025.97834881196,118106.87471417994,299252.5382754044,248452.92298658716,174242.4148241269,138617.49883450626,172281.8209536821,144849.8843497961,259348.6587750827,81530.6050466294,203985.1377213249,149773.9451846029,132140.4482656465,175643.42003444835,124920.07933897864,140122.0950428293,146443.20975403208,117872.78483002535,98727.73900412898,222826.04126547844,183336.53150450077,145921.61927397165,94087.83146486936,116564.55136648858,107854.15301489232,103474.27764339773,113775.40487022424,91194.33363910072,135200.62447832493,113759.17981781464,93089.90143028944,116736.00426176169,102205.97438879596
2003,01,09,185.2,302288.1253593168,166852.69833219587,147179.92046764583,208140.8563936923,255469.4099821993,118498.23477712373,175282.21109343626,203263.06870944623,160923.65056783854,216395.8901846052,96676.59303430544,161450.38409086628,191949.13965845975,134575.51386026078,203045.8693483917,213449.50701781348,121033.99484434584,118434.71634300644,301608.7419395152,251445.4382761697,175500.67741138607,138934.38296173557,173376.9639757147,145226.0012821595,262726.25177159713,81783.2604107656,206709.7504441886,151673.81901032678,132539.7235683501,177329.02274637192,125380.34861931978,141297.44132683877,148184.15391796234,118516.7820543134,99333.09747188436,225104.4782417931,185078.6659888396,146585.6139987158,94314.85631275688,117057.45580788144,108157.0606909371,103681.97402989042,114306.5735191516,91480.07198635368,135694.9033758881,114590.22649305985,93398.79740459844,117237.79872094787,102687.6992738634
2003,01,10,185.0,306650.85355121124,168686.10898940708,148722.05548906873,210376.44675476817,258288.55509499277,118732.90019783318,175388.80556816747,204614.1313521699,162393.0115355203,216627.5112693965,97092.9261373594,162456.7839040196,194331.0978113929,135186.04878311732,205242.93994989272,216370.52740593904,121986.86573691,118785.47400407238,304171.8716061502,254780.4651607621,176677.59716791092,139251.80689256452,174509.35137530562,145605.45222394448,266991.43180987705,81968.9656697128,209446.8601807643,153661.3393151034,132878.71622801243,178848.48254894954,125820.7056007267,142540.09636505888,150159.9896193949,119197.13686423669,99839.19786824558,227163.54173638663,186791.0187829804,147267.7118685406,94694.39631818916,117640.1194633817,108425.93521437036,103958.15333425465,114788.34997935772,91746.39774297868,136198.37937218946,115562.85071720852,93715.6345705864,117726.73818281275,103176.75319654256
2003,01,11,184.5,310854.6932328078,170466.04030415523,150234.8725708693,212331.42044478733,260729.2172820239,118902.3105992251,175563.54107478293,205739.42013921507,163511.83971266067,216976.7659273993,97487.67814320698,163330.6308284447,197125.29883776436,135737.87385445382,207194.17200029932,219332.73331753453,122850.39598153676,119109.01306183106,306745.5633290808,257731.66992589517,177856.7342804162,139535.06404896456,175530.85620008374,145941.6593564499,271580.1165353967,82232.3185653919,212008.386507928,155284.07774302774,133105.42700267257,180260.8526924439,126248.6079871486,143496.53697660466,151473.20635492017,119844.17844281104,100133.884590653,229423.82191055137,188337.3286633081,147912.1170368567,94964.80179961638,118115.76259671868,108697.7309928482,104208.38432359668,115271.43210283284,91976.63808815795,136757.2964425175,116280.6046142555,94008.63951812418,118135.94239896134,103630.02007969418
2003,01,12,184.3,314919.8354426569,172178.75195398752,151682.2966239898,214084.81863006143,263010.2339822542,119045.7235163968,175757.43775198606,206883.89703222693,164381.74313042813,217358.54588988403,97843.07312824576,164085.23347367247,200020.82736505015,136258.38288316035,208816.9430397068,222408.61895070443,123619.53910045706,119409.999438427,309152.3592171763,260394.19539865488,178988.73817147422,139845.01620195727,176508.5050961289,146289.73337251984,275684.228527847,82555.75027328283,214394.74972406795,156793.191519413,133373.12620350684,181500.6425051977,126678.99532486912,144274.38941873892,152503.89532702143,120500.296094067,100377.22684446866,231572.38303954867,189680.223774955,148443.00849723248,95167.95866023762,118582.01483896944,108950.24712666844,104467.7717212564,115738.6832080655,92196.83166435744,137495.4711397468,116658.02137996838,94266.81954024824,118499.9456187006,104051.42866237876
2004,01,01,185.2,319128.23997918336,173741.86746275134,153069.94840616625,215791.59759894916,265278.0124152468,119404.57942061884,175941.0719559112,208095.4727525584,165172.06493861796,217698.3536717737,98204.16040482651,164761.1427154064,203252.9071330145,136747.45436206882,210363.2683321056,225138.8344105216,124301.64979709948,119695.47085360852,311401.3764941958,263092.7847148089,180063.65692571978,140161.58776426842,177285.29214853933,146590.8011188642,279435.7117993044,82989.5414865337,216573.1798210271,158287.36371043554,133685.08714809702,181787.87315008507,127083.26207246832,144915.0292017509,153381.60026924172,121086.78291228338,100525.4975094623,233619.11457426415,191031.753716148,148888.92299170422,95332.4735037018,119033.69492735012,109212.2549828908,104624.15978742874,116218.40346734766,92455.13046704364,138161.83949112313,116829.54644349292,94493.35832524222,118807.21155872178,104385.61209494532
