,California,Virginia,Florida,New York,New Jersey,Texas,Utah,Washington,Illinois,Colorado,Arkansas,Arizona,Nevada,Michigan,New Hampshire,Rhode Island,Pennsylvania,Tennessee,Massachusetts,the District of Columbia,Minnesota,North Carolina,Oregon,Georgia,Hawaii,West Virginia,Maryland,Maine,Idaho,Alaska,Montana,South Carolina,North Dakota,Wisconsin,Vermont,Missouri,Kansas,Connecticut,Delaware,Wyoming,Mississippi,Louisiana,Alabama,Indiana,Nebraska,Oklahoma,New Mexico,South Dakota,Kentucky,Ohio,Iowa
2006-11-01,477251.6041704057,259650.8577231019,251847.31358975082,278406.3753477485,362573.4858371313,137526.19410312435,213207.54359950442,305303.88391684234,201064.21420961342,232091.20466768192,118129.83326614132,275623.15229354094,326736.3238548291,142823.38894176416,250751.59607959542,287063.5578975981,161747.79229947785,141253.56937121067,347301.6906300041,385767.61579714034,205792.32619335203,160689.624929493,262420.2100146005,162949.01363448333,472178.407281044,98854.80333527864,337252.78867251595,197738.6257736604,190729.10358853816,229570.24051688772,184127.60018216338,156458.49510778007,,170950.5747472423,205698.78642754778,136785.89088037435,113768.70012272621,300534.8682667594,266613.0432751469,190005.67706355485,114243.27288742579,145252.28630077915,129407.47764892736,116452.35374675466,129081.15158914107,103936.06989089014,181131.22436475396,136659.4127942001,104277.15482654773,127377.22752900208,116542.07680757421
2006-12-01,476165.62579563446,259430.47921427354,251091.25308170717,278731.0435860034,361410.2741042573,138206.2258107433,215820.55309500254,306475.4027905603,201382.47821772346,231960.9226328225,118376.7661764589,273842.0517185556,325458.32662209705,142307.29430082193,249728.95499477835,285672.08634817234,162058.80150532935,141764.59767066428,345339.23009756504,384145.1405822905,205674.78732615072,161287.8835853613,263607.8384932426,163313.96712282998,472398.49015394115,99009.669259299,337028.97544840694,197978.85761316924,190718.87837718325,231031.36869417527,185372.69416278639,156939.55906936433,,171119.20807597062,206763.79508703403,137081.6284521174,114094.26001445863,300009.59704258316,266837.75716436835,191383.33651940455,114908.00134658045,145828.7068267234,129743.4470612622,116744.15544104046,129271.91744920553,104257.13049503295,182333.34562905677,137048.77303193006,104472.53005163453,127247.03569967412,116827.41883589292
2007-01-01,475269.28991788044,259181.59904858455,250134.69267486027,279001.9211046836,360199.85265508253,138565.17797741553,218424.1865632522,307356.24380011804,201872.1612678056,231917.17867070934,118605.31684581592,271961.2305727385,324122.8301227177,141711.74773436124,248835.27986251737,284157.79374133825,162373.4300266132,142131.70253085587,343894.1650367896,383560.03735983913,205670.78779661274,161892.837009147,264542.32634168403,163649.42125656956,472789.50544611964,99027.29241538643,336833.50850182725,198175.82695756355,191970.1314195539,232216.63600743664,186328.25445594944,157356.28436465227,,171368.42553088407,207838.54626358696,137292.3249311866,114359.38264610064,299828.47161622386,266238.5984475141,192474.4891354211,115398.08986591012,146371.67862775875,129935.35122614376,116846.33726717695,129431.61351317509,104531.53292853582,183210.90240834616,137706.1509360581,104630.06518888687,127106.06952749331,117081.75415873644
2007-02-01,474217.8083774695,259082.3440132079,249100.70997589678,279222.70100232173,359317.5760225334,138706.46858980472,220970.3100627979,308475.7070880206,202363.30578488656,231804.76211001838,118821.55305706097,270632.1281002658,323213.48963271186,141113.86944194985,247869.06366492607,283066.9262950298,162749.45702429468,142508.64917975734,342883.8159826144,384462.9462219956,205750.75884600976,162468.55480215416,265395.89687360026,164017.27543867187,472826.4645116192,99165.03718914375,336562.91741873615,198188.9445725216,192306.39919627892,233030.0614760355,186980.471562773,157750.1116126013,,171591.29048124724,208811.06178015142,137459.43987118852,114594.35933965181,299850.8640719072,265936.93517818855,193315.6049589434,115730.76888305886,146900.2063095489,130366.80771056726,116922.16627597384,129536.3292191861,104734.25304296064,183903.91015245728,138183.4954417421,104778.81795711204,127016.00685489121,117330.68538731908
2007-03-01,472713.5177101451,259018.0394873241,247912.63272292228,279515.3865027683,359082.2840222253,138688.7920304391,223563.87504683025,310184.4311268437,202755.6838781304,231741.53356351654,118987.63441837458,269926.8926026163,322089.9818627691,140481.30359589195,247346.80860888748,282204.29412631574,163221.28838345865,142954.89135109735,342276.4687613552,385672.0650368503,205662.40408459931,163113.6510758606,266416.5209172784,164370.10382360828,473280.64065413695,99389.48881548004,336605.95980063383,198006.3516660206,192312.8471975728,233375.5721348055,187466.57191789857,158117.71263572708,,171849.2480984734,209405.49742825562,137604.86991623044,114856.3773957733,299900.6283012811,265853.690760347,194219.56950543387,115949.63442186317,147493.4793280396,130893.64582335301,116916.56750606671,129700.99342611624,104894.86331683343,184392.71765671592,138425.1205859521,104883.32197735443,126892.0202867319,117563.75452201162
2007-04-01,470785.08364980965,259167.9591354574,246540.67781605272,279635.07019020454,359228.6111797886,138903.643057075,226007.17398879398,312347.95701492444,202938.69421741753,231874.17289944913,119177.56382862471,269671.89887992037,320456.9184647139,139854.21176237657,246754.85311958005,281371.0384680598,163656.7961973175,143481.72250601975,341649.60529396305,386681.06313179486,205386.15905568856,163778.95045293833,267842.11754056043,164741.54527669694,473729.996912133,99655.15273020453,336736.2526462384,197708.10899071617,192538.72867755932,233841.96102478277,188180.40003783224,158369.6058115446,,172007.93215538247,209735.08373831687,137700.72538086833,115213.9734239846,299712.9294092281,266374.9116659017,195273.76889423883,116149.66536981608,148104.6322582167,131569.9729882568,116986.56748935196,129817.88434911596,105065.08222027938,185145.26076911646,138500.63789786075,104898.32576043397,126753.07686724338,117810.64548755529
2007-05-01,467777.1154770782,258988.15750946492,244754.21002482367,279864.4638085664,359167.20587706676,139296.58127878502,228405.66753539827,314273.90266582614,202958.71737072305,232268.97958187424,119273.0918499742,269348.82740490924,318438.2453836994,139104.32123022186,246319.25793250755,280619.9653404556,164075.52900729392,144005.04491402488,340930.92739870265,387151.43113988667,204913.93799381144,164498.19794675507,269313.52765460516,165059.02919992773,473923.721292783,99884.30094762529,336796.8917828124,197327.69347077966,193090.21516352892,234613.5837231338,188840.1294687609,158613.65510661373,,172084.0150676868,209980.43270922126,137746.77179422943,115646.33988879225,299368.8035860926,267128.3569307031,196531.14004313518,116520.9880331717,148516.5307256044,131979.33812415795,116965.74628646152,129888.31331709256,105291.17054032453,185897.3363001748,138633.5013942744,104895.58566607819,126590.70629825727,117940.49082931977
2007-06-01,464313.02065766783,258406.42279517927,242521.4454759412,279899.53552672017,358415.9411064884,139807.4875041156,231033.79135882572,315513.35831984837,202841.1104727441,232677.9741565402,119362.31878703933,268439.3200158156,315669.95495041244,138401.98900128022,245623.47693416846,279029.40507395956,164394.13731403963,144475.3095006924,339923.09482048656,387250.69876351807,204300.0950245669,165194.12943424983,270329.23664671095,165273.75096460292,473894.55608152784,100074.18544953813,336591.8100949624,196685.07994842142,193555.3241650027,235413.75792690183,189471.5375036597,158777.80602706946,,172080.81076557623,210342.46734608102,137741.79179726177,116023.87124165827,298704.782474886,268086.1996878139,197930.6177600148,116842.23149224964,148853.20120440854,132248.61746823482,116932.54171600907,129637.92400181398,105586.89921415916,187008.36247912663,139009.42656179582,104913.2234971981,126443.2202669334,117984.83294868458
2007-07-01,459879.5941277882,257310.38071406246,239831.71835281132,279955.50401200313,357016.183541168,140263.41923119058,233684.90963209432,316087.9268227873,202574.02030081043,232979.66397111866,119425.20434545023,266910.81082911935,312382.84796246863,137557.86168811898,245005.58583069535,277752.9701403109,164737.73642903703,144862.30821097587,338554.78965833347,387257.9086765268,203453.48169860037,165793.7794896898,270861.7563285316,165375.19539268233,473051.38872673805,100218.0324260497,336135.9925954305,195675.68252884815,193992.434604333,236237.40442644464,189880.74288954187,158938.94001431437,,171897.70678659528,210550.7096238639,137714.59944597035,116333.50529102246,297867.50787450466,268615.5257080732,198979.54315705752,117007.81723460945,149113.7545671017,132338.9520851403,116813.25514324225,129503.20081868842,105940.82022616731,187880.75130894085,139350.2733563879,104983.81977511923,126246.14128557309,117981.6433332453
2007-08-01,455256.5476010242,256091.63331211722,236858.98443693086,280032.89637371857,355319.8682229386,140748.00587298506,236293.88988124396,316532.88637871883,202234.78059101725,233121.88116189497,119585.24501512443,264813.11123413296,308852.6558926669,136820.2378573313,244489.7414929633,276317.79413084453,164984.33621032652,145162.32898897023,337136.44769956486,387170.9636999941,202670.5923827781,166334.40124203687,270964.2526200163,165412.4582905166,472425.9385005082,100368.59174120042,335578.3820230621,195374.28632730828,194369.60893657818,237020.48428778155,190426.54037509943,159072.6875917229,,171775.94792357413,210543.00291748458,137654.6585660025,116665.78961147046,297109.1137396096,268833.19958008017,199734.7922360054,117148.97261256649,149483.9812451565,132460.35400890984,116775.80340317114,129418.26563981111,106275.93194615182,188632.62618441132,139781.95540191213,105068.35746907227,126013.3616549375,118066.79737517274
2007-09-01,450060.9401602033,254976.89819554557,233815.5431885547,280038.8239095045,353658.7455344315,141225.5482682394,238264.8346007068,316733.4044362129,201695.46068395,232939.58819431238,119698.4661832921,262188.988507318,304910.3337566443,135892.05549326973,243963.98425105083,275272.16480592306,165108.38264498863,145303.15002435236,335743.4350886895,387179.48868138244,201893.86309900865,166759.6364604272,270924.0587787291,165303.3613398732,471444.55921777926,100466.35709960516,334773.36012045335,195500.67529745307,194665.6172608731,237964.02802859744,190977.33103317194,159156.8321250012,,171685.86414527183,210682.89218161523,137536.2434405662,116919.78207515292,296586.8702456692,268616.48572679283,200243.7372828422,117332.34281714162,149813.343172183,132557.47209347875,116729.36738591241,129457.27202821612,106540.7964947362,188874.41136720855,140130.20364622833,105147.18791076994,125833.45609193433,118175.75823513196
2007-10-01,444608.5927420237,254011.76452517183,230702.80765914157,280242.0368148996,352143.22963986243,141665.2928458166,239780.32678645148,316224.36311351025,201094.9154712117,232503.72633106596,119796.18894218926,259542.7556732151,301087.7418907371,134958.89387498892,243357.6651233225,274112.9683585081,165189.66873377396,145329.29333957058,334173.61081153335,387640.27254537,201203.60935771745,167094.0100123577,270607.91699181433,165089.90108174717,471073.2124495159,100557.90042966604,333299.3559941381,196064.16116426061,194855.22126481254,238927.4716742309,191584.6225163513,159094.26394707093,,171714.7669003392,211086.3680182113,137355.72912719773,117132.28411438636,296069.28084062267,268518.6292591451,200819.61341703744,117569.28413969539,150055.03072756584,132643.6148861849,116798.0649316187,129169.05615016042,106717.14833370839,188947.99364662857,140537.84626332854,105256.04857246739,125624.30479840677,118300.62299202353
2007-11-01,439127.80206773797,253057.60042642613,227448.0870693735,280446.6880151899,350619.385988147,142031.71124628128,241056.90889936953,314993.89695190376,200469.575390568,231782.5903973422,119791.34331024314,256078.99716031962,295697.40082550974,133916.83711888953,242428.43354759063,273365.54615506623,165293.55070217853,145169.46868810325,332557.59843960457,387921.48408165324,200263.4196050769,167341.67525084483,269923.02483240253,164695.10773219517,470643.8483248688,100595.67743242125,330838.0073717045,196059.43385361848,195023.4812356795,239746.37570084687,192258.00574891668,158962.72672965692,,171679.62074098026,211691.54055114512,137053.450504864,117154.86849811953,295161.8791854245,268027.868619383,201328.60445895768,117694.14127466385,150247.9673915058,132631.37434623667,117009.81417613286,128846.76948918267,106880.0038832402,188938.21837218083,140998.48925730167,105299.44031410555,125281.66609818018,118415.98146772497
2007-12-01,433252.50692177535,251799.29310248772,224147.25589169306,280557.8320014086,349071.1309259366,142369.70549216695,242304.71848362652,313510.07008833525,199727.67574980124,230938.0331111131,119787.22056094256,252630.2497705632,289848.9228456914,132994.1077939203,241270.4936799909,272654.3684944994,165375.2803271348,144913.5878253718,330937.0673653993,387685.3229776812,199072.73958414808,167501.7057243711,268996.44122468133,164288.22452134977,470366.4320872403,100679.36578750708,328005.36837508855,196156.67024855412,195382.60845136349,240459.6273387208,193013.01776452395,158808.52473955086,,171622.27379825234,212292.40482006213,136720.38941734575,117115.4105460299,294026.00664981967,266992.38676898764,201723.2174142415,117622.22926613527,150330.95027839465,132538.83497107925,117341.17012303053,128513.08511137748,107011.0400235356,189021.17973242965,141551.9751924162,105303.41631111827,124848.686008646,118592.55940824359
2008-01-01,427402.0640995007,250342.2973270415,220561.14539820186,280626.5648051101,347713.07581838855,142233.09045208327,243131.12660209832,312037.30822060345,198918.0563391788,229948.49200790058,119745.97331131056,248937.89734152096,282532.5146598871,132051.77816856527,239953.0171529279,271629.7830313985,165332.66659389905,144488.1065716125,329251.4654746462,387081.0473587984,197697.45741369596,167608.72439479906,267635.23766325065,163675.96788938143,469738.5935020121,100806.10320017673,325553.3335334817,196243.4710893397,195765.89926316577,241026.94605555755,193711.39431150377,158760.63618823828,,171511.5288740453,213327.03105863463,136420.6399205893,117030.0871300634,292078.8793122372,265298.98638959305,201979.3337894995,117588.25900846883,150423.96306137028,132337.89222401698,117563.96632170181,128163.76837450355,107059.05937361396,188990.10265081903,142192.97762960673,105253.63616881745,124383.55198705533,118820.80982628143
2008-02-01,420496.7241546484,248709.32137944314,217021.76103751073,280489.23858019937,346628.47918236436,141838.04928350923,243263.5342463114,310705.2693714842,197324.80659185126,229049.02088982656,119757.96636806206,244500.67899579424,274560.4456585725,130963.9409952667,238867.89041588502,269915.94976979453,165302.7423853377,144079.40720415278,327339.7042186496,386237.5116686804,196110.84653349212,167672.81814011652,266591.90271814563,162987.60664143428,468807.2128358561,101000.81875242415,323586.99831875216,196349.13446534306,196484.23364701655,241087.64395016493,194166.94604338778,158655.0217386624,,171203.3293980458,213717.2270017688,136280.64986219964,116972.93763099494,289980.046112286,263720.84129902354,202209.8737837798,117466.83916945785,150380.4385405426,132133.16132909697,117628.90859220014,127665.62136791316,107120.8957622552,188844.89948160862,142722.701177433,105228.44241946873,123935.37628882706,118928.81899952807
2008-03-01,412247.86848229234,246788.1826033189,213241.7286585704,280332.6383577162,345257.81548931496,141256.39047154298,242551.99276533254,309367.1528022307,196577.95823166962,228186.20821909004,119789.75926075659,239629.51125321756,266364.65232428163,129647.68365330296,237678.892844556,268088.85067533475,165237.7806320125,143734.61237939165,325245.40086189826,385148.58731714264,194572.158857631,167751.45634691496,265312.3117702491,162152.51915166958,468632.2306095497,101163.72008550854,321614.42605135177,196293.4679784988,196714.9074553624,241118.0543007051,193948.94983128097,158403.01866293568,,170644.28194468847,213844.61302152518,136180.9774829408,117024.16135107346,287530.050373748,262951.77726249996,202410.35928300198,117386.40618423768,150303.9133611334,131897.2426297206,117589.40662406881,127249.68595214847,107019.70374545346,188532.2863223052,143053.48704499696,105206.40039587015,123569.12539721983,118870.47477906231
2008-04-01,402578.5178677691,244601.32409365175,209560.90274554968,279976.13506578904,343165.0365051562,140951.1540978845,241222.81137155544,307544.3913523036,195185.11662533553,227426.68863962233,119843.04782813253,233958.47561676474,259317.67445809444,128115.94278980757,236712.74643611,266129.42834828194,165192.58627287424,143544.74739265806,323278.02081872185,383581.21053580387,193076.37638432733,167793.09295439106,264008.097082275,161434.3117269308,468799.29898464266,101307.28565569136,319223.0248167512,195710.45509532336,196581.28275995515,240887.18974125883,193567.4505466176,158085.40024336125,,169942.5686504123,213222.24046979495,135938.1434045184,117116.89051738875,285636.64404954604,262592.6306986539,202443.27334593798,117079.61013055954,150191.56654221317,131720.19830929046,117498.44475969036,126999.05016088822,107031.37397403173,188063.6296603247,143132.65490964203,105070.15638729696,123251.904645358,118691.81215180895
2008-05-01,392286.09340153215,242271.90639070328,205606.41210589733,279380.0306813621,340317.82816484733,140732.42140203816,239515.06332194593,305145.53420290985,194695.11090979187,226577.84463995518,119796.39284147332,229517.7959598375,253532.86793926684,126619.99224223167,234953.49921048593,263829.5378957336,164992.77470598964,143411.9502593139,321582.2609888278,381964.2886033613,191746.25761717596,167745.75764094357,262177.54956649634,160746.2111806085,470140.2990421427,101437.07572794157,316084.318931917,194718.0713072696,195419.36354205152,240922.1708793079,193355.9980797238,157786.1965248389,,169289.56570922598,212686.07742579828,135602.12220672704,117309.78678150928,284139.5519480608,261990.5982404819,202308.17696184028,116541.89371096059,150151.5681883247,131606.36939147988,117364.72555761067,126851.67242538343,107071.61850380903,187476.7679779169,143126.9682767651,104896.83159579139,122994.97530352762,118560.89309611922
2008-06-01,382290.94763384224,240246.20547331183,201760.68161447273,278566.3713184343,337390.32870004093,140536.2618237399,237532.91472707936,302365.69841428404,193082.50094890894,225742.64938407336,119637.16738701645,225181.37394042182,247301.83312226555,125160.66911916784,232974.3406557572,261363.82454434285,164673.92119418865,143232.6383157917,320075.4989767068,380395.26633064,190533.62788413596,167520.09711043138,260178.59958248553,160023.39761762184,470594.72552830726,101623.07701635733,312420.5650537387,193216.25938372768,194088.55645089326,240832.74207011017,193602.71443346105,157518.42683554516,,168815.20701006672,212094.63447065733,135177.35884790178,117486.81779467988,282902.84677196405,260489.2407723069,201997.2448161887,115942.22891233837,150147.66942853373,131590.91071577385,117236.592172058,126704.66318413854,107285.19290366069,186703.34792385614,143196.86013236915,104716.23540758074,122702.85775113525,118441.42840742397
2008-07-01,372167.93907746393,238179.1134450799,197828.60500202395,277488.0818162325,334585.3188848237,140374.0751589008,235474.75700529522,299656.6399812652,192035.72968798084,224757.61834922348,119439.36301197123,220665.93118672675,240613.76750003523,123687.10351801303,230856.06581239737,258506.46764052604,164106.8188044991,142922.59832679667,318383.06261104083,378033.49772597424,189220.60701784363,167139.63856234515,258127.38647312552,159159.64070353788,467790.7372911491,101848.53166416897,308190.9334176013,191855.61143071204,192722.30275111095,240809.3996151936,193875.73731272828,157031.30927503604,,168353.55953385532,211376.8898577066,134731.95021344477,117559.96260916996,281437.0457282081,258587.8519590698,201751.65842172375,115309.16763973325,150148.402918843,131540.0783370772,117045.46023776355,126537.33635160117,107385.16848866364,185796.40292219646,143294.21035562106,104648.62410859141,122418.96827944457,118328.80946623423
2008-08-01,362422.39534740313,235894.50709680116,193740.50514047357,276321.8066366013,331896.0214997159,140028.39783262849,233236.08331358453,296714.8794455654,190074.35477373912,223817.73797383948,119165.12912472675,215004.8940851957,233604.57584754087,121942.93544928693,228966.17782191522,255453.78567738857,163368.6489692322,142475.01391059684,316438.19754221727,374890.7817463752,187586.42772470592,166695.04752294943,255908.60077669183,158161.87332119237,462634.01981265674,102027.42172441895,303995.01461222843,190529.82554091664,191370.23613212482,240995.49059146584,193791.73706503364,156390.4009554907,,167832.05534809123,210957.66714220043,134244.2794856773,117630.51032693121,279452.50424160087,256441.4593567089,201531.58913065214,114809.50762586152,150200.21895733997,131309.3689288961,116741.90837693519,126318.76100560043,107395.4370968525,184794.86811822618,143470.2511014498,104645.52378080785,122078.77668307831,118235.93016789464
2008-09-01,353418.6998655319,233533.04107541384,189582.9784369392,275018.30156963196,329146.0860886646,139528.23931471424,231295.8456878049,293707.81191565056,188406.55165237337,223028.27759824405,118897.05116096644,209311.00893859414,226534.73568627285,120244.04551070275,227192.30108204248,252248.93153070263,162589.8488897375,141946.93806855284,314001.92440626054,372096.1907047052,185722.16540313847,166222.33136628786,253605.74798634928,157099.26229576787,456577.97895083093,101520.66439580795,299737.6966334801,189533.6333985989,189916.7634515577,241087.17107678135,193615.1416430521,155689.68091997292,,167171.83945236343,210529.64554825472,133778.33152403455,117586.9891427656,277003.3048256219,254548.58011992506,201277.67511727347,114324.6486193168,150223.34435313963,131028.24141313198,116340.73828236862,125960.75192360015,107392.16473214998,183863.50894532946,143639.75953175893,104672.07143354161,121673.56057795067,118192.71701006537
2008-10-01,345632.76788169757,231535.68202477114,185377.7390810086,273451.7987782353,326235.4287078453,138933.3051249991,229487.1192689614,290863.2697689482,186143.2895818433,222404.22931933703,118576.14552738088,204317.39908426837,219823.51745710944,118774.07269560227,225231.7332875043,248998.05687714016,161913.79431427454,141451.79408607483,311366.2169296469,370534.80913017417,183770.59385868153,165740.4250366836,251265.49491029777,155916.96083885466,452714.72535105754,,295723.1614355895,188657.1018415951,188323.00865742154,241308.45808995873,193389.38030226497,155047.8462412826,,166255.8067470411,210085.06921214066,133357.33652342355,117551.35592019609,274433.1291547538,252474.98410961698,200926.15006091204,113948.20613061088,150191.0417958383,130630.44832661453,116010.97024822827,125485.91378439525,107461.85275117599,182789.21772811966,143859.01667634354,104687.14773186471,121144.63677079487,118107.11280207588
2008-11-01,338084.506636416,229881.696419981,181242.93664739412,271736.8778059828,323144.103352508,138349.63568057868,227842.1974367708,288125.66802695394,184023.00343462286,221702.07172270026,118279.47847150506,198697.02050337216,212569.44342516977,117445.3106879196,223702.91863628174,245834.6093897361,161277.4213926509,140932.3011808994,308701.03208569525,369240.0066940384,181979.42735600236,165135.42060591246,249002.07090403585,154442.8943988461,449417.2084517423,99795.84498424234,292358.54457343783,187983.1348993579,186645.90394450046,241373.56890295717,193369.27362226168,154212.58078783294,,165151.29272064214,209608.03219184294,132819.5474745259,117281.97825831715,272003.54922288074,250735.85560958204,200659.74346818592,113696.217474563,149925.39340047148,130289.61419417447,115705.36369170655,124937.4355252023,107432.96806003938,181727.22525291992,144107.22064007356,104631.61417995312,120613.04665733299,118013.35860040999
2008-12-01,330842.16437844967,228389.18282377243,177289.64197052762,270092.47085632064,320313.3545988565,137809.91470895315,226026.30616681118,285277.63196290325,181532.90315307528,220918.74984058595,117939.03295923285,192877.7777746884,206204.39920294532,115879.09120308363,222122.65439838078,242488.5962487115,160591.4873488606,140395.7574837608,306308.6440312119,367509.9608467853,180362.42804161142,164411.23188275783,246623.74389102636,152665.1303250863,446388.29943183134,99433.58287785148,289250.8024846021,187035.8944564593,184872.8160699641,241341.64763083265,193303.8038063407,153353.2591253183,,164051.88876441278,209182.53242828834,132238.24335477003,116995.03292851073,269970.3441138803,249026.57772296722,200523.38446507326,113525.09354841767,149626.11975134801,129791.24654717471,115330.7706378852,124369.73704849729,107321.54599753475,180840.45171012008,144313.96236007105,104534.16366775539,119981.07082749116,117906.02437403251
2009-01-01,324072.1814277308,226767.41013018522,173571.4212501772,268571.43084791576,318144.72942524997,137318.86398688404,223790.1824525881,282710.6330511036,178848.085739999,220166.09998328995,117569.49184911179,187472.8388148028,199779.8849572084,113934.00939037134,221125.2997971736,239156.18206364472,159891.88553497655,139901.05533527772,304237.1966270605,366860.91003374336,178836.7586862142,163614.24996391786,244553.98100789357,150856.1341026397,443726.0426622071,99503.88832796738,286219.6048602141,185911.73620135675,182942.315048977,241151.62385741473,193185.236456317,152365.8532118762,156370.9916486634,162623.50041392274,208978.8277000275,131667.86566504577,116593.30793895591,268180.90056442673,247632.0824195095,200509.0290225435,113258.56246210549,149336.01761495127,129372.93108119218,114983.01179888035,123867.52221087785,107163.83279433446,180218.466924048,144578.1637588629,104455.53548503276,119252.10383419898,117753.95271236937
2009-02-01,319142.0349317623,225200.59599028504,170267.51670263507,267262.51406599616,316378.1723658662,137060.98306239155,221564.93461720517,280071.0210825403,176708.70707527097,219711.55328832718,117135.08287411185,184017.05538159062,194695.76822399348,111919.83428631436,220115.95744399438,236064.28696821514,159432.20663930292,139520.49468121142,302257.9756803342,366966.227515232,177399.29133151678,163015.14376164705,242313.8745044216,149234.16479662695,440251.00968119735,99653.54335154226,282937.30367897596,184877.3901533161,180841.519610681,241324.7632709928,192806.52552633735,151470.32529583143,156380.54113134817,161609.11267827346,208886.18153929952,131248.5852031106,116367.65842800877,267043.9293647757,246311.90059037288,200402.36875282475,112960.05007735487,149245.91514590153,128895.48606185686,114677.80346192695,123572.01552928284,106925.84464976947,179572.50677162237,144619.8761834415,104426.12003835785,118453.65998780931,117550.8183389461
2009-03-01,315058.66521493875,223665.4773873276,167161.51079582734,266102.2448072536,314673.2286283895,136955.1678910116,219326.3545243384,277306.27992545866,174622.9987353394,219403.452399347,116673.99372455101,180918.62037169744,189711.55278169262,109967.41446631636,219242.87580315312,233050.99427429694,159205.10350830512,139153.37656538864,300234.853257258,366851.2578476881,175739.61834435115,162540.85939313142,240072.16800637706,147775.5919761293,436921.3830094665,99827.9675677081,279536.7239148749,183813.9773110553,178676.7116485225,241652.26359818838,192457.49655324445,150731.94508542618,156339.04817428524,160757.71949518073,208749.98541052034,130930.63286529489,116274.73589876913,265693.7044122781,244881.81717796196,200018.5607694194,112710.1720813763,149219.65567491073,128429.16670671706,114503.62370485709,123748.32297970755,106751.53091801053,178411.0103652658,144542.77819423823,104379.14835849684,117731.5460286979,117372.79916684206
2009-04-01,311221.6821529658,222295.0691941625,164068.85878804373,265114.1516377581,312488.4701410544,136938.84099080515,217571.03687410348,273717.5296076325,173304.1734216112,219168.65456242804,116210.27850698978,177785.14196922522,184764.90828395836,108289.84512237077,217719.70611644152,230726.98279294022,159068.32271273338,138663.42866180782,298471.9027583545,364990.5473056626,174205.03419219409,162054.65337914962,237522.68705805743,146225.2616500879,433350.90172624425,99747.32548359931,276081.29454968934,182877.0826405858,176482.5091307411,241862.10928312023,192046.39478368234,150037.70259103444,156132.96779322473,160539.79348295997,208491.57605814154,130617.53510671221,116434.11577004274,264394.1508784891,243517.2449796244,199428.1582249899,112540.5710818143,149375.47717924882,127842.10549008985,114360.67270112158,124010.64940359276,106620.51003465061,177332.42190511993,144221.42824731403,104293.58408253954,117222.84626507189,117268.55555685073
2009-05-01,307503.5184966451,221129.37390449955,161076.96189094282,264205.9659930508,310158.28880243044,136938.65741583882,215765.17705204585,270335.52871852665,171741.12176107537,218876.0160627656,115838.06743764323,174264.01990987489,179016.14119584463,106817.48092642875,216097.42959046364,228693.8167735251,158830.40652173807,138020.71390400451,297277.6660629004,362157.76012189663,172989.16620445074,161416.41629428623,235112.0869399763,144607.80973122249,429645.1597581136,99559.25909189723,272841.83062885836,181200.32543046624,174393.78586958445,241535.25997555282,191645.6095949159,149243.14820894814,155794.22922056002,160148.40597992504,208290.04648602742,130219.96694666844,116627.40424439152,262416.34946597466,241904.12869010516,199005.05965814725,112341.020626915,149444.57482189377,127263.57720187934,114237.74687105608,124389.1701356045,106665.48682224419,176313.9957849217,143863.16429709044,104136.87209539779,116863.88119159458,117207.03787214555
2009-06-01,304254.0957746015,220061.40015918986,158230.90196704055,263219.70158892067,307805.86616097594,136914.8401712382,213987.9472860891,267354.2444012891,170493.8181069498,218539.84534044506,115569.69577594569,171272.88102005192,173009.38568440735,105470.12705513572,214768.87992836456,227053.2791174103,158504.0479433966,137351.73140574456,296508.4649332731,360053.75896863715,172194.01583839653,160694.35516462513,232681.97612810918,143058.37848571167,425146.9058827005,99339.68916480786,270378.3227284747,179673.4147589543,172555.5795207354,241117.50571601492,191017.76407615977,148268.75387014565,155402.12940711234,159721.27490702106,207961.0260172654,129679.91355105689,116846.3495296728,260409.26687392392,240443.88610012646,198733.3644010791,112069.48551246822,149498.608897734,126658.38376959354,114126.85105737281,124568.1691210904,106787.63001986791,176154.82016857594,143491.17899963932,103967.71844224322,116548.69047122837,117108.08374193474
2009-07-01,301844.3295520016,219114.46037821428,155795.71349204573,262197.5176184593,305654.079698379,136925.59059169656,212265.10165570537,265181.09123252105,169269.6473795598,218045.57593896243,115308.91368743568,168760.05184612892,167116.56478765994,104338.03332221093,213733.75635962342,225447.65807193777,158147.064330612,136715.82919914377,295952.8283923979,357758.27937857975,171629.15709621314,159978.7139846893,230276.01965482556,141749.04866166264,420750.28669750056,99086.45058761793,268173.0866151618,178111.80430189974,170802.459825378,240664.54415219696,190264.97636920176,147365.1555889294,155131.8795222151,159135.67580267062,207348.34799986173,129064.32010145718,116986.64698646955,258293.44784522662,239184.25233743363,198485.8032959221,111821.44076232676,149407.78698271562,126079.75414882139,113910.50368126754,124698.69977018435,106923.58939350206,175782.03863960644,143061.4137875576,103772.31676278611,116172.17672035196,117028.47211015869
