,Year,Month,Day,CPI
1084,2003,01,05,183.5
1085,2003,01,06,183.7
1086,2003,01,07,183.9
1087,2003,01,08,184.6
1088,2003,01,09,185.2
1089,2003,01,10,185.0
1090,2003,01,11,184.5
1091,2003,01,12,184.3
1092,2004,01,01,185.2
1093,2004,01,02,186.2
1094,2004,01,03,187.4
1095,2004,01,04,188.0
1096,2004,01,05,189.1
1097,2004,01,06,189.7
1098,2004,01,07,189.4
1099,2004,01,08,189.5
1100,2004,01,09,189.9
1101,2004,01,10,190.9
1102,2004,01,11,191.0
1103,2004,01,12,190.3
1104,2005,01,01,190.7
1105,2005,01,02,191.8
1106,2005,01,03,193.3
1107,2005,01,04,194.6
1108,2005,01,05,194.4
1109,2005,01,06,194.5
1110,2005,01,07,195.4
1111,2005,01,08,196.4
1112,2005,01,09,198.8
1113,2005,01,10,199.2
1114,2005,01,11,197.6
1115,2005,01,12,196.8
1116,2006,01,01,198.3
1117,2006,01,02,198.7
1118,2006,01,03,199.8
1119,2006,01,04,201.5
1120,2006,01,05,202.5
1121,2006,01,06,202.9
1122,2006,01,07,203.5
1123,2006,01,08,203.9
1124,2006,01,09,202.9
1125,2006,01,10,201.8
1126,2006,01,11,201.5
1127,2006,01,12,201.8
1128,2007,01,01,202.416
1129,2007,01,02,203.499
1130,2007,01,03,205.352
1131,2007,01,04,206.686
1132,2007,01,05,207.949
1133,2007,01,06,208.352
1134,2007,01,07,208.299
1135,2007,01,08,207.917
1136,2007,01,09,208.49
1137,2007,01,10,208.936
1138,2007,01,11,210.177
1139,2007,01,12,210.036
1140,2008,01,01,211.08
1141,2008,01,02,211.693
1142,2008,01,03,213.528
1143,2008,01,04,214.823
1144,2008,01,05,216.632
1145,2008,01,06,218.815
1146,2008,01,07,219.964
1147,2008,01,08,219.086
1148,2008,01,09,218.783
1149,2008,01,10,216.573
1150,2008,01,11,212.425
1151,2008,01,12,210.228
1152,2009,01,01,211.143
1153,2009,01,02,212.193
1154,2009,01,03,212.709
1155,2009,01,04,213.24
1156,2009,01,05,213.856
1157,2009,01,06,215.693
1158,2009,01,07,215.351
1159,2009,01,08,215.834
1160,2009,01,09,215.969
1161,2009,01,10,216.177
1162,2009,01,11,216.33
1163,2009,01,12,215.949
1164,2010,01,01,216.687
1165,2010,01,02,216.741
1166,2010,01,03,217.631
1167,2010,01,04,218.009
1168,2010,01,05,218.178
1169,2010,01,06,217.965
1170,2010,01,07,218.011
1171,2010,01,08,218.312
1172,2010,01,09,218.439
1173,2010,01,10,218.711
1174,2010,01,11,218.803
1175,2010,01,12,219.179
1176,2011,01,01,220.223
1177,2011,01,02,221.309
1178,2011,01,03,223.467
1179,2011,01,04,224.906
1180,2011,01,05,225.964
1181,2011,01,06,225.722
1182,2011,01,07,225.922
1183,2011,01,08,226.545
1184,2011,01,09,226.889
1185,2011,01,10,226.421
1186,2011,01,11,226.23
1187,2011,01,12,225.672
1188,2012,01,01,226.665
1189,2012,01,02,227.663
1190,2012,01,03,229.392
1191,2012,01,04,230.085
1192,2012,01,05,229.815
1193,2012,01,06,229.478
1194,2012,01,07,229.104
1195,2012,01,08,230.379
1196,2012,01,09,231.407
1197,2012,01,10,231.317
1198,2012,01,11,230.221
1199,2012,01,12,229.601
1200,2013,01,01,230.28
1201,2013,01,02,232.166
1202,2013,01,03,232.773
1203,2013,01,04,232.531
1204,2013,01,05,232.945
1205,2013,01,06,233.504
1206,2013,01,07,233.596
1207,2013,01,08,233.877
1208,2013,01,09,234.149
1209,2013,01,10,233.546
1210,2013,01,11,233.069
1211,2013,01,12,233.049
1212,2014,01,01,233.916
1213,2014,01,02,234.781
1214,2014,01,03,236.293
1215,2014,01,04,237.072
1216,2014,01,05,237.9
1217,2014,01,06,238.343
1218,2014,01,07,238.25
1219,2014,01,08,237.852
1220,2014,01,09,238.031
1221,2014,01,10,237.433
1222,2014,01,11,236.151
1223,2014,01,12,234.812
1224,2015,01,01,233.707
1225,2015,01,02,234.722
1226,2015,01,03,236.119
1227,2015,01,04,236.599
1228,2015,01,05,237.805
1229,2015,01,06,238.638
1230,2015,01,07,238.654
1231,2015,01,08,238.316
1232,2015,01,09,237.945
1233,2015,01,10,237.838
1234,2015,01,11,237.336
1235,2015,01,12,236.525
1236,2016,01,01,236.916
1237,2016,01,02,237.111
1238,2016,01,03,238.132
1239,2016,01,04,239.261
1240,2016,01,05,240.229
1241,2016,01,06,241.018
1242,2016,01,07,240.628
1243,2016,01,08,240.849
1244,2016,01,09,241.428
1245,2016,01,10,241.729
1246,2016,01,11,241.353
1247,2016,01,12,241.432
1248,2017,01,01,242.839
1249,2017,01,02,243.603
1250,2017,01,03,243.801
1251,2017,01,04,244.524
1252,2017,01,05,244.733
1253,2017,01,06,244.955
1254,2017,01,07,244.786
1255,2017,01,08,245.519
1256,2017,01,09,246.819
1257,2017,01,10,246.663
1258,2017,01,11,246.669
1259,2017,01,12,246.524
1260,2018,01,01,247.867
1261,2018,01,02,248.991
1262,2018,01,03,249.554
1263,2018,01,04,250.546
1264,2018,01,05,251.588
1265,2018,01,06,251.989
1266,2018,01,07,252.006
1267,2018,01,08,252.146
1268,2018,01,09,252.439
1269,2018,01,10,252.885
1270,2018,01,11,252.038
1271,2018,01,12,251.233
1272,2019,01,01,251.712
1273,2019,01,02,252.776
1274,2019,01,03,254.202
1275,2019,01,04,255.548
1276,2019,01,05,256.092
1277,2019,01,06,256.143
1278,2019,01,07,256.571
1279,2019,01,08,256.558
1280,2019,01,09,256.759
1281,2019,01,10,257.346
1282,2019,01,11,257.208
1283,2019,01,12,256.974
1284,2020,01,01,257.971
1285,2020,01,02,258.678
1286,2020,01,03,258.115
1287,2020,01,04,256.389
1288,2020,01,05,256.394
1289,2020,01,06,257.797
1290,2020,01,07,259.101
1291,2020,01,08,259.918
1292,2020,01,09,260.28
1293,2020,01,10,260.388
1294,2020,01,11,260.229
1295,2020,01,12,260.474
1296,2021,01,01,261.582
1297,2021,01,02,263.014
1298,2021,01,03,264.877
1299,2021,01,04,267.054
1300,2021,01,05,269.195
1301,2021,01,06,271.696
1302,2021,01,07,273.003
